REGIONDESC,TIMEDESC,PRODHIERARCHY3,PRODHIERARCHY4,PRODHIERARCHY5,PRODHIERARCHY6,VOLUME,REVENUE_PESOS,ACTUALPRICE,DISTRIBUTION_NUMERIC,WEIGHTEDDISTRIBUTION,MAX_TEMP,MIN_TEMP,AVG_TEMP,PRECIPITATION,CATEGORY_SALES,CATEGORY_SALES_REGIONAL,BARILLITO_MC_PRICE,TECATE_MC_PRICE,HEINEKEN_MC_PRICE,INDIO_MC_PRICE,BOHEMIA_MC_PRICE,New_Years_Day,Christmas_Day,Day_of_Dead,Easter_Day,Fathers_Day,Independence_Day,Trend,seasonality_index,Year,GEODESC,CHANNELDESC,PRODDESC,GEODESC1,GEOGDESC
TOTAL AUTOS AREA 4,2018-02-11,BOTELLA,RETORNABLE,1,251-400,0.001,0.024,24.0,0,0,93.6,36.0,66.83, 0.02 ,5053.971,702.1310000000003,0.004547596,0.014557579,0.059381231,-0.007396386,0.00606252,0,0,0,0,0,0,1.026947494,-0.047299884,2018,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,251-400_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
TOTAL AUTOS AREA 5,2019-02-03,LATA,NO RETORNABLE,4,401-500,27.081999999999997,880.6419999999997,32.51761317,81,85,83.2,33.8,61.02, -   ,6364.406999999997,1162.731,-0.026949955,0.052335699000000006,0.02789445,0.04825158400000002,0.02384007,0,0,0,0,0,0,1.059284487,-0.047299884,2019,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
TOTAL AUTOS AREA 4,2019-07-21,LATA,NO RETORNABLE,1,401-500,4.178999999999999,136.308,32.61737258,64,78,95.0,48.9,70.62, 35.82 ,8158.812,1014.804,0.026785025,-0.17153275899999998,-0.162191041,0.05302024599999999,0.03209265,0,0,0,0,0,0,1.0727582340000001,0.038618211,2019,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
TOTAL AUTOS AREA 5,2019-07-14,BOTELLA,RETORNABLE,1,1001 O MAS,38.641,1033.818,26.75443182,88,91,79.6,44.6,64.11, 4.49 ,7628.76,956.942,0.026631106,0.016271822,-0.04192913,0.059437982,0.027810075,0,0,0,0,0,0,1.0727582340000001,0.038618211,2019,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,1001 O MAS_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
TOTAL AUTOS AREA 4,2018-03-11,LATA,NO RETORNABLE,6,251-400,8.546,284.757,33.32050082,59,59,98.6,38.8,70.78, 4.05 ,5435.706,731.8710000000003,0.012350848999999999,0.026203955,0.06692419,0.002334129,0.0038847359999999997,0,0,0,0,0,0,1.0296422440000002,0.033368106,2018,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
TOTAL AUTOS AREA 4,2018-02-25,BOTELLA,RETORNABLE,1,251-400,0.001,0.024,24.0,0,0,95.4,41.2,70.34, 1.58 ,4905.978,608.104,0.008826518,-0.004997755,0.062417365999999995,-0.02205543,0.004004112,0,0,0,0,0,0,1.026947494,-0.047299884,2018,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,251-400_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
TOTAL AUTOS AREA 1,2019-02-10,BOTELLA,RETORNABLE,1,1001 O MAS,3.986,109.495,27.46989463,43,52,90.9,35.6,66.69, 2.64 ,5806.5059999999985,555.922,-0.019358122,0.066191819,0.025699537999999997,0.03997353,0.024223665,0,0,0,0,0,0,1.059284487,-0.047299884,2019,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,1001 O MAS_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
TOTAL AUTOS AREA 4,2019-07-28,LATA,NO RETORNABLE,1,401-500,4.0889999999999995,133.572,32.66617755,62,78,95.0,42.8,71.39, 10.05 ,7357.134,908.316,0.016525328,-0.166884861,-0.137154729,0.060503303,0.035032355,0,0,0,0,0,0,1.0727582340000001,0.038618211,2019,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
TOTAL AUTOS AREA 5,2019-07-21,BOTELLA,RETORNABLE,1,1001 O MAS,40.664,1089.942,26.80361007,90,93,76.0,48.2,62.95, 8.01 ,8158.812,917.2410000000001,0.026785025,-0.17153275899999998,-0.162191041,0.05302024599999999,0.03209265,0,0,0,0,0,0,1.0727582340000001,0.038618211,2019,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,1001 O MAS_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
TOTAL AUTOS AREA 4,2018-03-04,BOTELLA,RETORNABLE,1,251-400,0.001,0.024,24.0,0,0,95.0,40.9,69.62, 4.04 ,5996.408,882.215,0.009743816,0.004486125,0.07037992700000001,-0.021983686000000002,0.003977177,0,0,0,0,0,0,1.0296422440000002,0.033368106,2018,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,251-400_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
TOTAL AUTOS AREA 1,2019-02-17,BOTELLA,RETORNABLE,1,1001 O MAS,4.284,117.99,27.54201681,41,51,86.0,32.7,60.03, 3.39 ,5966.113,588.2180000000002,-0.026661288999999998,0.061171851,0.024254862999999998,0.040688598,0.027692946,0,0,0,0,0,0,1.059284487,-0.047299884,2019,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,1001 O MAS_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
TOTAL AUTOS AREA 4,2019-08-04,LATA,NO RETORNABLE,1,401-500,3.574,138.82299999999998,38.84247342,64,81,94.6,50.3,72.31, 35.39 ,7425.016,1019.298,0.022618459,-0.019119785,-0.037260692000000005,0.062889504,0.043506811,0,0,0,0,0,0,1.075452984,0.008025792,2019,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
TOTAL AUTOS AREA 5,2019-07-28,BOTELLA,RETORNABLE,1,1001 O MAS,37.009,991.6089999999999,26.79372585,93,96,79.6,42.8,63.42, 3.59 ,7357.134,889.931,0.016525328,-0.166884861,-0.137154729,0.060503303,0.035032355,0,0,0,0,0,0,1.0727582340000001,0.038618211,2019,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,1001 O MAS_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
TOTAL AUTOS AREA 4,2018-04-22,BOTELLA,RETORNABLE,1,251-400,0.001,0.024,24.0,0,0,97.4,46.2,73.16, 23.41 ,5903.285,949.181,0.036030257,0.00120821,0.062247397999999995,-0.007084988,-0.026264904,0,0,0,0,0,0,1.032336993,0.076497199,2018,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,251-400_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
TOTAL AUTOS AREA 1,2019-02-24,BOTELLA,RETORNABLE,1,1001 O MAS,4.758,130.954,27.52290879,43,50,91.4,39.2,66.1, 0.24 ,5554.344,515.535,-0.024189102,0.060282215,0.023123024,0.036167067000000004,0.026912666000000002,0,0,0,0,0,0,1.059284487,-0.047299884,2019,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,1001 O MAS_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
TOTAL AUTOS AREA 4,2018-01-14,BOTELLA,RETORNABLE,1,251-400,0.001,0.037000000000000005,37.0,0,0,89.6,23.2,58.36, -   ,4366.77,614.876,-0.025285553,0.028418198999999998,0.08728919199999999,-0.0009016180000000001,0.00295335,0,0,0,0,0,0,1.024252745,-0.046198099000000006,2018,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,251-400_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
TOTAL AUTOS AREA 4,2019-08-11,LATA,NO RETORNABLE,1,401-500,2.87,117.185,40.83101045,63,86,95.2,49.5,73.14, 26.29 ,7152.073,1296.345,0.029368744,-0.02937495,-0.043455869,0.053298517000000004,0.0491152,0,0,0,0,0,0,1.075452984,0.008025792,2019,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
TOTAL AUTOS AREA 5,2019-08-04,BOTELLA,RETORNABLE,1,1001 O MAS,41.943999999999996,1138.925,27.15346653,95,96,77.8,48.2,64.97, 5.51 ,7425.016,1064.032,0.022618459,-0.019119785,-0.037260692000000005,0.062889504,0.043506811,0,0,0,0,0,0,1.075452984,0.008025792,2019,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,1001 O MAS_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
TOTAL AUTOS AREA 4,2018-04-29,BOTELLA,RETORNABLE,1,251-400,0.001,0.024,24.0,0,0,96.3,45.3,73.12, 21.90 ,6347.847,859.416,0.04385645,-0.052423029,0.049200905,-0.022055078,-0.031212507,0,0,0,0,0,0,1.032336993,0.076497199,2018,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,251-400_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
TOTAL AUTOS AREA 1,2019-03-03,BOTELLA,RETORNABLE,1,1001 O MAS,4.886,134.36700000000002,27.50040933,43,47,98.6,41.0,69.17, 0.83 ,6460.179,646.9069999999998,-0.020428896000000002,0.06192929,0.032297829,0.057968782999999996,0.026898492000000003,0,0,0,0,0,0,1.061979237,0.033368106,2019,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,1001 O MAS_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
TOTAL AUTOS AREA 4,2018-06-10,BOTELLA,RETORNABLE,1,251-400,0.001,0.036000000000000004,36.0,0,0,95.2,50.8,71.56, 91.31 ,7921.499,1217.878,-0.006147982,-0.0033542959999999997,-0.020091805,-0.037136037000000004,-0.031499154,0,0,0,0,0,0,1.037726492,0.033881833,2018,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,251-400_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
TOTAL AUTOS AREA 4,2018-01-07,BOTELLA,RETORNABLE,1,1001 O MAS,25.69400000000001,690.425,26.87105939,90,93,90.4,30.2,62.46, -   ,4489.871,600.61,-0.020251708,0.008547725,0.100086477,0.006786945,0.005354591,1,0,0,0,0,0,1.024252745,-0.046198099000000006,2018,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,1001 O MAS_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
TOTAL AUTOS AREA 5,2019-08-11,BOTELLA,RETORNABLE,1,1001 O MAS,37.514,1024.589,27.31217679,95,97,79.6,48.2,66.47, 4.80 ,7152.073,1035.826,0.029368744,-0.02937495,-0.043455869,0.053298517000000004,0.0491152,0,0,0,0,0,0,1.075452984,0.008025792,2019,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,1001 O MAS_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
TOTAL AUTOS AREA 2,2019-01-06,BOTELLA,RETORNABLE,12,0-250,4.045,166.713,41.21458591,31,36,91.4,25.8,61.6, 2.50 ,9080.44,2368.974,-0.042686392999999996,0.030311571000000002,0.016361017,0.042330665999999996,0.0124669,1,0,0,0,0,0,1.056589738,-0.046198099000000006,2019,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
TOTAL AUTOS AREA 4,2019-06-02,BOTELLA,RETORNABLE,1,251-400,0.001,0.036000000000000004,36.0,0,0,95.4,48.9,73.58, 31.79 ,6887.6669999999995,825.564,-0.004379339,0.035864692000000004,-0.076353763,0.07296865400000001,0.028821713,0,0,0,0,0,0,1.070063485,0.033881833,2019,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,251-400_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
TOTAL AUTOS AREA 4,2018-01-14,BOTELLA,RETORNABLE,1,1001 O MAS,23.798000000000002,649.6619999999998,27.29901672,92,95,89.6,23.2,58.36, -   ,4366.77,614.876,-0.025285553,0.028418198999999998,0.08728919199999999,-0.0009016180000000001,0.00295335,0,0,0,0,0,0,1.024252745,-0.046198099000000006,2018,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,1001 O MAS_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
TOTAL AUTOS AREA 5,2019-08-18,BOTELLA,RETORNABLE,1,1001 O MAS,41.648999999999994,1153.218,27.68897212,96,97,81.4,46.4,65.31, 4.67 ,6807.6269999999995,1026.889,0.035909773,-0.02395118,-0.042029453,0.053830703,0.05102077,0,0,0,0,0,0,1.075452984,0.008025792,2019,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,1001 O MAS_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
TOTAL AUTOS AREA 4,2018-03-18,LATA,NO RETORNABLE,6,251-400,10.835,350.744,32.37138902,59,58,99.2,40.3,71.19, 4.37 ,7072.15,980.0880000000001,-0.00097538,0.004263017,0.059534330999999996,-0.003620995,0.00347194,0,0,0,0,0,0,1.0296422440000002,0.033368106,2018,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
TOTAL AUTOS AREA 2,2019-01-13,BOTELLA,RETORNABLE,12,0-250,2.11,87.01799999999999,41.24075829,28,36,88.1,27.4,59.13, 3.35 ,4830.403,1132.2160000000001,-0.0035609490000000008,0.076851634,0.043694615,0.050251950999999996,0.010475236,0,0,0,0,0,0,1.056589738,-0.046198099000000006,2019,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
TOTAL AUTOS AREA 4,2019-10-06,BOTELLA,RETORNABLE,12,251-400,3.838,159.971,41.68082335,53,66,93.3,43.6,71.2, 7.10 ,5308.6280000000015,630.87,0.078381253,0.013497766000000001,-0.003841365,0.055210033,0.039438861,0,0,0,0,0,0,1.080842482,-0.06891731,2019,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,251-400_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
TOTAL AUTOS AREA 5,2018-11-11,BOTELLA,NO RETORNABLE,12,251-400,1.057,52.978,50.12109745,6,26,76.0,28.4,55.72, 1.05 ,5976.533,1312.516,0.029458662000000007,0.008940638,-0.032751603,0.002713637,0.019697423000000002,0,0,0,0,0,0,1.0512002390000001,-0.019863996999999998,2018,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
TOTAL AUTOS AREA 4,2018-01-21,BOTELLA,RETORNABLE,1,1001 O MAS,23.17,633.01,27.32024169,92,94,93.2,31.9,63.49, 1.70 ,4275.4079999999985,504.449,-0.026198772000000002,0.022840641000000002,0.08381975400000001,0.001439538,0.005209345,0,0,0,0,0,0,1.024252745,-0.046198099000000006,2018,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,1001 O MAS_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
TOTAL AUTOS AREA 5,2019-08-25,BOTELLA,RETORNABLE,1,1001 O MAS,35.62300000000001,984.602,27.63950257,96,97,79.6,42.8,65.22, 2.02 ,6200.615,1025.0539999999999,0.026770891,-0.023022315,-0.047151359000000004,0.050749277999999995,0.052393262,0,0,0,0,0,0,1.075452984,0.008025792,2019,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,1001 O MAS_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
TOTAL AUTOS AREA 4,2018-03-25,LATA,NO RETORNABLE,6,251-400,8.852,286.241,32.33630818,59,61,97.7,40.6,70.66, 0.31 ,7072.234,942.655,-0.00081689,-0.051172502,0.041881954,-0.011396037,-0.000795088,0,0,0,0,0,0,1.0296422440000002,0.033368106,2018,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
TOTAL AUTOS AREA 2,2019-01-20,BOTELLA,RETORNABLE,12,0-250,2.21,90.492,40.94660633,30,37,90.0,20.4,57.48, 4.42 ,5084.96,1194.8239999999996,-0.016357103,0.066842174,0.030895274,0.039719803,0.018937625,0,0,0,0,0,0,1.056589738,-0.046198099000000006,2019,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
TOTAL AUTOS AREA 4,2019-10-13,BOTELLA,RETORNABLE,12,251-400,4.043,168.13299999999995,41.58619837,53,78,93.9,48.1,70.8, 21.64 ,5712.181,997.6310000000001,0.081783218,0.003656173,-0.008991232,0.052031627999999996,0.033328774,0,0,0,0,0,0,1.080842482,-0.06891731,2019,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,251-400_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
TOTAL AUTOS AREA 2,2018-11-11,BOTELLA,NO RETORNABLE,12,251-400,0.078,3.81,48.84615385,1,1,90.5,14.0,54.61, 4.65 ,5976.533,1287.862,0.029458662000000007,0.008940638,-0.032751603,0.002713637,0.019697423000000002,0,0,0,0,0,0,1.0512002390000001,-0.019863996999999998,2018,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
TOTAL AUTOS AREA 1,2019-07-28,BOTELLA,RETORNABLE,12,251-400,1.764,69.619,39.46655329,17,35,113.0,60.8,87.3, 1.00 ,7357.134,929.426,0.016525328,-0.166884861,-0.137154729,0.060503303,0.035032355,0,0,0,0,0,0,1.0727582340000001,0.038618211,2019,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,251-400_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
TOTAL AUTOS AREA 4,2018-01-28,BOTELLA,RETORNABLE,1,1001 O MAS,22.093000000000004,602.3580000000002,27.26465396,92,95,93.0,33.4,62.45, 0.49 ,4789.1579999999985,619.0409999999998,-0.02659789,0.00602145,0.072340352,0.001563921,0.003651002,0,0,0,0,0,0,1.024252745,-0.046198099000000006,2018,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,1001 O MAS_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
TOTAL AUTOS AREA 4,2018-04-01,LATA,NO RETORNABLE,6,251-400,21.334,668.938,31.35548889,59,60,97.4,40.1,71.23, 4.82 ,11468.354,1710.806,0.00017308,-0.097900426,0.032239635,-0.011943511,-0.004822173,0,0,0,1,0,0,1.032336993,0.076497199,2018,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
TOTAL AUTOS AREA 2,2019-01-27,BOTELLA,RETORNABLE,12,0-250,1.923,80.422,41.82111284,31,35,90.3,24.0,57.75, 1.67 ,4940.649,1204.435,-0.018828136999999998,0.06838722700000001,0.008464491,0.037497309,0.022459922,0,0,0,0,0,0,1.056589738,-0.046198099000000006,2019,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
TOTAL AUTOS AREA 4,2019-10-20,BOTELLA,RETORNABLE,12,251-400,3.702,153.236,41.39276067,52,66,92.6,46.7,69.77, 20.21 ,5340.611,629.737,0.07292821,0.006796226999999999,-0.007716716,0.055733028,0.03183309,0,0,0,0,0,0,1.080842482,-0.06891731,2019,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,251-400_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
TOTAL AUTOS AREA 2,2018-11-18,BOTELLA,NO RETORNABLE,12,251-400,0.059000000000000004,2.93,49.66101695,1,1,92.1,28.4,61.15, 0.56 ,6069.696999999999,1504.0910000000001,0.0152649,0.004616876,-0.060711153,0.002513188,0.01371072,0,0,0,0,0,0,1.0512002390000001,-0.019863996999999998,2018,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
TOTAL AUTOS AREA 2,2019-04-21,LATA,NO RETORNABLE,1,401-500,7.289,208.94099999999997,28.66524901,56,64,103.2,25.9,74.05, 0.96 ,12025.118999999999,3251.422,-0.006553765,-0.011310876000000001,-0.067398209,0.048903141,0.030637584,0,0,0,1,0,0,1.0646739859999999,0.076497199,2019,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
TOTAL AUTOS AREA 1,2019-08-04,BOTELLA,RETORNABLE,12,251-400,1.921,77.768,40.48308173,19,33,113.0,62.6,85.99, 6.65 ,7425.016,795.1619999999997,0.022618459,-0.019119785,-0.037260692000000005,0.062889504,0.043506811,0,0,0,0,0,0,1.075452984,0.008025792,2019,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,251-400_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
TOTAL AUTOS AREA 4,2019-08-18,BOTELLA,RETORNABLE,1,1001 O MAS,42.946999999999996,1190.846,27.72826973,92,92,93.4,44.2,72.37, 19.06 ,6807.6269999999995,874.112,0.035909773,-0.02395118,-0.042029453,0.053830703,0.05102077,0,0,0,0,0,0,1.075452984,0.008025792,2019,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,1001 O MAS_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
TOTAL AUTOS AREA 4,2018-02-04,BOTELLA,RETORNABLE,1,1001 O MAS,29.515,807.557,27.36090124,92,94,92.6,38.0,66.1, 5.54 ,5873.379,697.946,-0.0033037120000000003,-0.016339829,0.078592859,0.000998393,0.00333553,0,0,0,0,0,0,1.026947494,-0.047299884,2018,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,1001 O MAS_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
TOTAL AUTOS AREA 4,2018-04-08,LATA,NO RETORNABLE,6,251-400,9.325,306.25,32.84182306,49,54,97.0,40.8,70.79, 6.36 ,6059.311,805.6010000000001,0.002693397,-0.011045236000000002,0.059956995,-0.0038098290000000003,-0.008940387,0,0,0,0,0,0,1.032336993,0.076497199,2018,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
TOTAL AUTOS AREA 2,2019-02-03,BOTELLA,RETORNABLE,12,0-250,2.943,123.677,42.02412504,38,46,96.4,21.1,64.28, 1.77 ,6364.406999999997,1688.398,-0.026949955,0.052335699000000006,0.02789445,0.04825158400000002,0.02384007,0,0,0,0,0,0,1.059284487,-0.047299884,2019,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
TOTAL AUTOS AREA 2,2019-04-28,LATA,NO RETORNABLE,1,401-500,4.783,139.91899999999998,29.25339745,53,64,103.7,42.8,77.13, 2.95 ,7378.435,1874.315,-0.008633927,0.014374526,-0.057767997,0.052059802999999995,0.031640875,0,0,0,0,0,0,1.0646739859999999,0.076497199,2019,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
TOTAL AUTOS AREA 1,2019-01-20,LATA,NO RETORNABLE,12,251-400,2.104,65.829,31.28754753,20,39,91.4,38.2,65.34, -   ,5084.96,525.118,-0.016357103,0.066842174,0.030895274,0.039719803,0.018937625,0,0,0,0,0,0,1.056589738,-0.046198099000000006,2019,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
TOTAL AUTOS AREA 1,2019-08-11,BOTELLA,RETORNABLE,12,251-400,1.679,68.762,40.95413937,16,31,114.8,60.8,87.13, 1.64 ,7152.073,748.492,0.029368744,-0.02937495,-0.043455869,0.053298517000000004,0.0491152,0,0,0,0,0,0,1.075452984,0.008025792,2019,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,251-400_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
TOTAL AUTOS AREA 2,2019-11-10,BOTELLA,RETORNABLE,1,0-250,0.008,0.32899999999999996,41.125,1,1,93.2,28.0,59.12, 8.82 ,5324.071999999999,1301.897,0.044982188,-0.005147351,-0.025078755,0.02221159,0.036859086,0,0,0,0,0,0,1.083537232,-0.019863996999999998,2019,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
TOTAL AUTOS AREA 4,2019-09-15,BOTELLA,RETORNABLE,1,1001 O MAS,47.227,1324.72,28.05005611,92,86,93.5,46.6,71.18, 21.37 ,8666.655,1313.701,0.055110072999999996,-0.006962853000000001,-0.006865063,0.056306497000000004,0.04993622,0,0,0,0,0,0,1.078147733,-0.021619771,2019,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,1001 O MAS_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
TOTAL AUTOS AREA 4,2018-02-11,BOTELLA,RETORNABLE,1,1001 O MAS,27.642,753.971,27.27628247,92,95,93.6,36.0,66.83, 0.02 ,5053.971,702.1310000000003,0.004547596,0.014557579,0.059381231,-0.007396386,0.00606252,0,0,0,0,0,0,1.026947494,-0.047299884,2018,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,1001 O MAS_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
