REGIONDESC,TIMEDESC,PRODHIERARCHY3,PRODHIERARCHY4,PRODHIERARCHY5,PRODHIERARCHY6,VOLUME,REVENUE_PESOS,ACTUALPRICE,DISTRIBUTION_NUMERIC,WEIGHTEDDISTRIBUTION,MAX_TEMP,MIN_TEMP,AVG_TEMP,PRECIPITATION,CATEGORY_SALES,CATEGORY_SALES_REGIONAL,BARILLITO_MC_PRICE,TECATE_MC_PRICE,HEINEKEN_MC_PRICE,INDIO_MC_PRICE,BOHEMIA_MC_PRICE,New_Years_Day,Christmas_Day,Day_of_Dead,Easter_Day,Fathers_Day,Independence_Day,Trend,seasonality_index,Year,GEODESC,CHANNELDESC,PRODDESC,GEODESC1,GEOGDESC
TOTAL AUTOS AREA 3,2018-10-28,BOTELLA,RETORNABLE,12,0-250,2.492,89.777,36.02608347,32,38,97.6,46.7,68.11, 2.17 ,5483.4619999999995,557.528,0.024229197999999997,-0.011934037,-0.056819787000000004,-0.01889164,0.019019912,0,0,0,0,0,0,1.048505489,-0.06891731,2018,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
TOTAL AUTOS AREA 6,2019-04-21,LATA,NO RETORNABLE,6,251-400,1.405,45.43600000000001,32.33879004,10,8,103.6,50.0,81.06, 0.89 ,12025.118999999999,2532.598,-0.006553765,-0.011310876000000001,-0.067398209,0.048903141,0.030637584,0,0,0,1,0,0,1.0646739859999999,0.076497199,2019,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
TOTAL AUTOS AREA 2,2019-09-15,BOTELLA,NO RETORNABLE,6,251-400,2.4219999999999997,110.00399999999999,45.41866226,33,48,106.9,49.6,77.58, 6.50 ,8666.655,2075.79,0.055110072999999996,-0.006962853000000001,-0.006865063,0.056306497000000004,0.04993622,0,0,0,0,0,0,1.078147733,-0.021619771,2019,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
TOTAL AUTOS AREA 1,2019-10-06,BOTELLA,RETORNABLE,12,0-250,0.436,19.061,43.71788991,10,23,104.9,53.6,82.0, 2.75 ,5308.6280000000015,608.368,0.078381253,0.013497766000000001,-0.003841365,0.055210033,0.039438861,0,0,0,0,0,0,1.080842482,-0.06891731,2019,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
TOTAL AUTOS AREA 3,2018-11-04,BOTELLA,RETORNABLE,12,0-250,1.923,77.163,40.12636505,32,40,96.3,42.8,67.36, 4.64 ,6260.547,576.231,0.025568325,0.003029277,-0.054455973,-0.002120612,0.017209658,0,0,1,0,0,0,1.0512002390000001,-0.019863996999999998,2018,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
TOTAL AUTOS AREA 6,2019-04-28,LATA,NO RETORNABLE,6,251-400,1.0270000000000001,33.414,32.53554041,10,10,105.2,57.2,84.46, 2.10 ,7378.435,1699.858,-0.008633927,0.014374526,-0.057767997,0.052059802999999995,0.031640875,0,0,0,0,0,0,1.0646739859999999,0.076497199,2019,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
TOTAL AUTOS AREA 6,2019-09-08,LATA,NO RETORNABLE,6,251-400,1.7819999999999998,63.628,35.70594837,15,13,96.6,55.4,81.75, 18.37 ,6051.834,1398.943,0.056274492,0.010606315,-0.002171916,0.056008949,0.053751855,0,0,0,0,0,0,1.078147733,-0.021619771,2019,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
TOTAL AUTOS AREA 1,2019-10-13,BOTELLA,RETORNABLE,12,0-250,0.529,23.32800000000001,44.09829868,11,28,104.0,53.6,79.5, 3.84 ,5712.181,594.06,0.081783218,0.003656173,-0.008991232,0.052031627999999996,0.033328774,0,0,0,0,0,0,1.080842482,-0.06891731,2019,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
TOTAL AUTOS AREA 3,2019-04-21,LATA,NO RETORNABLE,1,401-500,11.479000000000001,318.0,27.70276156,65,72,99.0,42.6,72.0, -   ,12025.118999999999,1463.628,-0.006553765,-0.011310876000000001,-0.067398209,0.048903141,0.030637584,0,0,0,1,0,0,1.0646739859999999,0.076497199,2019,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
TOTAL AUTOS AREA 3,2018-11-11,BOTELLA,RETORNABLE,12,0-250,1.507,62.24800000000001,41.30590577,34,44,96.2,31.3,63.12, 2.83 ,5976.533,615.97,0.029458662000000007,0.008940638,-0.032751603,0.002713637,0.019697423000000002,0,0,0,0,0,0,1.0512002390000001,-0.019863996999999998,2018,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
TOTAL AUTOS AREA 3,2018-11-18,BOTELLA,RETORNABLE,12,0-250,2.059,86.361,41.9431763,34,41,98.9,35.6,65.19, -   ,6069.696999999999,725.666,0.0152649,0.004616876,-0.060711153,0.002513188,0.01371072,0,0,0,0,0,0,1.0512002390000001,-0.019863996999999998,2018,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
TOTAL AUTOS AREA 6,2019-06-02,LATA,NO RETORNABLE,6,251-400,2.0069999999999997,65.196,32.48430493,16,19,103.6,60.8,84.03, 24.96 ,6887.6669999999995,1708.967,-0.004379339,0.035864692000000004,-0.076353763,0.07296865400000001,0.028821713,0,0,0,0,0,0,1.070063485,0.033881833,2019,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
TOTAL AUTOS AREA 6,2019-09-15,LATA,NO RETORNABLE,6,251-400,2.659,96.624,36.33847311,20,23,98.4,53.6,82.59, 8.36 ,8666.655,1790.0539999999999,0.055110072999999996,-0.006962853000000001,-0.006865063,0.056306497000000004,0.04993622,0,0,0,0,0,0,1.078147733,-0.021619771,2019,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
TOTAL AUTOS AREA 1,2019-10-20,BOTELLA,RETORNABLE,12,0-250,0.47600000000000003,21.326999999999998,44.80462185,10,26,99.5,50.1,77.86, 2.62 ,5340.611,590.951,0.07292821,0.006796226999999999,-0.007716716,0.055733028,0.03183309,0,0,0,0,0,0,1.080842482,-0.06891731,2019,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
TOTAL AUTOS AREA 1,2019-12-01,BOTELLA,RETORNABLE,12,0-250,0.552,24.908,45.12318841,10,27,91.0,42.8,68.51, 0.82 ,6043.717,566.9209999999998,0.032915803,-0.015087366999999999,-0.045792735,0.014931676000000001,-0.027125943,0,0,0,0,0,0,1.0862319809999998,-0.045630167,2019,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
TOTAL AUTOS AREA 3,2019-04-28,LATA,NO RETORNABLE,1,401-500,5.973,165.65900000000005,27.73463921,63,69,103.9,50.0,74.41, 0.42 ,7378.435,869.443,-0.008633927,0.014374526,-0.057767997,0.052059802999999995,0.031640875,0,0,0,0,0,0,1.0646739859999999,0.076497199,2019,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
TOTAL AUTOS AREA 3,2018-11-25,BOTELLA,RETORNABLE,12,0-250,1.931,81.767,42.34438115,35,37,94.4,38.9,63.1, 12.36 ,5918.74,671.5989999999998,0.019554573000000002,0.004760881,-0.045447651,0.015016256,0.012688173999999998,0,0,0,0,0,0,1.0512002390000001,-0.019863996999999998,2018,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
TOTAL AUTOS AREA 6,2019-06-09,LATA,NO RETORNABLE,6,251-400,3.075,95.601,31.0897561,16,20,104.5,59.0,83.28, 16.15 ,8960.081,1964.3829999999998,0.003621299,0.015524078,-0.040782545,0.056878446,0.022095777999999996,0,0,0,0,0,0,1.070063485,0.033881833,2019,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
TOTAL AUTOS AREA 6,2019-09-22,LATA,NO RETORNABLE,6,251-400,3.535,119.415,33.78076379,19,22,102.2,55.4,82.05, 26.56 ,5651.767,1216.319,0.065235921,-0.0044881520000000005,-0.010205311,0.057548570999999986,0.047724859,0,0,0,0,0,0,1.078147733,-0.021619771,2019,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
TOTAL AUTOS AREA 1,2019-10-27,BOTELLA,RETORNABLE,12,0-250,0.527,23.616,44.81214421,10,25,97.9,41.0,74.25, 0.51 ,5119.344,615.577,0.07034072200000001,-0.025596993,-0.022461507000000002,0.028251564,0.030755806,0,0,0,0,0,0,1.080842482,-0.06891731,2019,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
TOTAL AUTOS AREA 1,2019-12-08,BOTELLA,RETORNABLE,12,0-250,0.496,22.226,44.81048387,11,32,92.3,41.0,67.66, 0.32 ,6347.913000000001,547.595,-0.014479043999999996,-0.005634138,-0.11018840699999999,0.007714233000000002,-0.033937485,0,0,0,0,0,0,1.0862319809999998,-0.045630167,2019,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
TOTAL AUTOS AREA 3,2019-05-05,LATA,NO RETORNABLE,1,401-500,6.544,195.778,29.91717604,65,76,102.1,44.6,71.8, -   ,7956.8730000000005,840.395,-0.001312405,0.040880877,-0.029649956,0.065266185,0.032624242000000005,0,0,0,0,0,0,1.067368735,0.05913808900000001,2019,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
TOTAL AUTOS AREA 3,2018-12-02,BOTELLA,RETORNABLE,12,0-250,6.8770000000000024,254.25799999999998,36.97222626,34,39,94.7,35.6,65.05, 0.07 ,6125.0819999999985,760.194,-0.035397725,0.026323729,-0.03823624,0.020139976,0.009975338,0,0,0,0,0,0,1.053894988,-0.045630167,2018,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
TOTAL AUTOS AREA 6,2018-02-11,BOTELLA,NO RETORNABLE,6,251-400,1.445,56.418,39.04359862,29,44,97.9,44.6,77.81, 1.40 ,5053.971,1035.413,0.004547596,0.014557579,0.059381231,-0.007396386,0.00606252,0,0,0,0,0,0,1.026947494,-0.047299884,2018,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
TOTAL AUTOS AREA 4,2018-10-07,LATA,NO RETORNABLE,4,401-500,14.485999999999999,470.074,32.45022781,88,93,92.2,44.6,70.18, 12.62 ,5307.566,803.22,0.033955063,0.007969313,-0.020626988,-0.0008388860000000001,0.032953056,0,0,0,0,0,0,1.048505489,-0.06891731,2018,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
TOTAL AUTOS AREA 6,2019-06-16,LATA,NO RETORNABLE,6,251-400,3.3489999999999998,102.87100000000001,30.71693043,17,27,102.9,60.8,84.94, 7.37 ,9336.002,2151.511,-0.000628659,0.011812975,-0.048929604,0.050571665,0.012461038999999998,0,0,0,0,1,1,1.070063485,0.033881833,2019,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
TOTAL AUTOS AREA 6,2019-09-29,LATA,NO RETORNABLE,6,251-400,1.99,71.998,36.1798995,20,27,99.5,53.6,81.36, 16.78 ,5590.625,1110.09,0.065485488,0.017774206,-0.0074020280000000015,0.05844403400000001,0.042895964,0,0,0,0,0,0,1.078147733,-0.021619771,2019,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
TOTAL AUTOS AREA 1,2019-11-03,BOTELLA,RETORNABLE,12,0-250,0.5770000000000001,25.925,44.93067591,11,29,99.0,48.2,77.85, 0.15 ,5796.781,605.158,0.061649708,-0.015188299999999997,0.004274831,0.028835807,0.038389353,0,0,1,0,0,0,1.083537232,-0.019863996999999998,2019,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
TOTAL AUTOS AREA 1,2019-12-15,BOTELLA,RETORNABLE,12,0-250,0.539,24.305,45.09276438,11,29,96.8,35.6,65.14, -   ,7993.681,673.329,-0.044898757000000004,-0.021667203,-0.117140177,-0.004539039,-0.026688068,0,0,0,0,0,0,1.0862319809999998,-0.045630167,2019,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
TOTAL AUTOS AREA 4,2018-10-14,LATA,NO RETORNABLE,4,401-500,135.596,3577.5040000000013,26.38355114,86,93,91.8,48.2,69.78, 19.94 ,5746.099,970.908,0.022791357999999998,0.001877652,-0.034079733,-0.007986171,0.024411274,0,0,0,0,0,0,1.048505489,-0.06891731,2018,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
TOTAL AUTOS AREA 6,2019-06-23,LATA,NO RETORNABLE,6,251-400,2.783,89.432,32.135106,19,25,104.0,57.2,82.98, 12.80 ,7365.141,1844.922,0.017117494,-0.026543217999999997,-0.112578451,0.051775874000000006,0.020292766,0,0,0,0,0,0,1.070063485,0.033881833,2019,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
TOTAL AUTOS AREA 6,2019-10-06,LATA,NO RETORNABLE,6,251-400,2.29,81.08,35.40611354,20,24,99.6,57.2,80.98, 24.25 ,5308.6280000000015,1128.521,0.078381253,0.013497766000000001,-0.003841365,0.055210033,0.039438861,0,0,0,0,0,0,1.080842482,-0.06891731,2019,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
TOTAL AUTOS AREA 1,2019-11-10,BOTELLA,RETORNABLE,12,0-250,0.605,27.254,45.04793388,11,29,97.5,50.0,73.79, 3.58 ,5324.071999999999,595.356,0.044982188,-0.005147351,-0.025078755,0.02221159,0.036859086,0,0,0,0,0,0,1.083537232,-0.019863996999999998,2019,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
TOTAL AUTOS AREA 1,2019-12-22,BOTELLA,RETORNABLE,12,0-250,0.726,32.474000000000004,44.73002755,12,29,95.0,39.2,64.53, 4.38 ,8145.14,792.735,-0.038510776000000004,-0.040120892000000005,-0.118604796,-0.011673781000000001,-0.013422934,0,1,0,0,0,0,1.0862319809999998,-0.045630167,2019,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
TOTAL AUTOS AREA 5,2019-03-17,LATA,NO RETORNABLE,4,401-500,37.189,1052.147,28.29188739,79,73,77.8,33.8,60.38, -   ,7380.420999999998,1402.4660000000001,-0.005673531,0.04805929,-0.00402644,0.061548896,0.028177415,0,0,0,0,0,0,1.061979237,0.033368106,2019,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
TOTAL AUTOS AREA 4,2018-10-21,LATA,NO RETORNABLE,4,401-500,16.012999999999998,503.449,31.44001749,84,91,93.0,44.7,69.74, 9.29 ,5034.818,622.776,0.027088026,0.002263591,-0.037362822999999996,-0.011556236999999999,0.021530933999999998,0,0,0,0,0,0,1.048505489,-0.06891731,2018,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
TOTAL AUTOS AREA 5,2018-11-04,BOTELLA,RETORNABLE,12,0-250,6.803999999999999,242.8,35.68489124,52,62,79.6,41.0,61.41, 0.34 ,6260.547,1030.496,0.025568325,0.003029277,-0.054455973,-0.002120612,0.017209658,0,0,1,0,0,0,1.0512002390000001,-0.019863996999999998,2018,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
TOTAL AUTOS AREA 6,2019-06-30,LATA,NO RETORNABLE,6,251-400,3.3760000000000003,108.95200000000001,32.27251185,19,26,100.4,53.6,82.41, 11.48 ,7415.733,1931.1770000000001,0.011209718,-0.052072107,-0.158246393,0.066286977,0.027035517999999998,0,0,0,0,0,0,1.070063485,0.033881833,2019,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
TOTAL AUTOS AREA 6,2019-10-13,LATA,NO RETORNABLE,6,251-400,1.574,56.79600000000001,36.08386277,20,29,96.8,53.6,81.27, 20.62 ,5712.181,1084.012,0.081783218,0.003656173,-0.008991232,0.052031627999999996,0.033328774,0,0,0,0,0,0,1.080842482,-0.06891731,2019,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
TOTAL AUTOS AREA 1,2019-11-17,BOTELLA,RETORNABLE,12,0-250,0.66,29.752,45.07878788,12,32,95.0,48.4,72.54, 5.52 ,6461.15,630.419,0.040713199,-0.013624957,-0.035379216,0.009720376999999999,0.0039828979999999995,0,0,0,0,0,0,1.083537232,-0.019863996999999998,2019,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
TOTAL AUTOS AREA 1,2019-12-29,BOTELLA,RETORNABLE,12,0-250,1.011,45.657,45.16023739,14,28,83.8,35.0,59.0, -   ,13210.323999999999,1423.655,-0.028833337999999997,-0.054825687000000005,-0.113850017,0.000605483,-0.000311161,1,0,0,0,0,0,1.0862319809999998,-0.045630167,2019,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
TOTAL AUTOS AREA 5,2019-03-24,LATA,NO RETORNABLE,4,401-500,41.46,1149.8310000000001,27.73350217,79,76,85.0,33.8,62.82, -   ,7162.33,1208.241,-0.008803481,0.061616291,-0.006392236,0.06532130000000001,0.029190982999999997,0,0,0,0,0,0,1.061979237,0.033368106,2019,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
TOTAL AUTOS AREA 4,2018-10-28,LATA,NO RETORNABLE,4,401-500,14.498,459.51599999999996,31.69513036,86,92,92.2,46.4,68.27, 11.24 ,5483.4619999999995,665.2180000000002,0.024229197999999997,-0.011934037,-0.056819787000000004,-0.01889164,0.019019912,0,0,0,0,0,0,1.048505489,-0.06891731,2018,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
TOTAL AUTOS AREA 5,2018-11-11,BOTELLA,RETORNABLE,12,0-250,6.419,242.045,37.70758685,53,74,76.0,28.4,55.72, 1.05 ,5976.533,1312.516,0.029458662000000007,0.008940638,-0.032751603,0.002713637,0.019697423000000002,0,0,0,0,0,0,1.0512002390000001,-0.019863996999999998,2018,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
TOTAL AUTOS AREA 6,2019-10-20,LATA,NO RETORNABLE,6,251-400,2.0269999999999997,75.067,37.03354711,20,24,97.7,57.2,81.13, 28.32 ,5340.611,1274.725,0.07292821,0.006796226999999999,-0.007716716,0.055733028,0.03183309,0,0,0,0,0,0,1.080842482,-0.06891731,2019,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
TOTAL AUTOS AREA 1,2019-11-24,BOTELLA,RETORNABLE,12,0-250,0.537,24.129,44.93296089,11,31,91.4,42.8,68.95, 9.14 ,5690.221,586.6469999999998,0.040090662,-0.034220499,-0.039782212000000004,0.009360671,-0.022118975,0,0,0,0,0,0,1.083537232,-0.019863996999999998,2019,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
TOTAL AUTOS AREA 4,2018-01-07,BOTELLA,NO RETORNABLE,6,251-400,2.519,102.796,40.80825724,44,54,90.4,30.2,62.46, -   ,4489.871,600.61,-0.020251708,0.008547725,0.100086477,0.006786945,0.005354591,1,0,0,0,0,0,1.024252745,-0.046198099000000006,2018,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
TOTAL AUTOS AREA 6,2019-10-27,LATA,NO RETORNABLE,6,251-400,8.597999999999999,264.047,30.71028146,21,26,95.2,50.0,79.32, 22.34 ,5119.344,1231.006,0.07034072200000001,-0.025596993,-0.022461507000000002,0.028251564,0.030755806,0,0,0,0,0,0,1.080842482,-0.06891731,2019,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
TOTAL AUTOS AREA 4,2018-01-14,BOTELLA,NO RETORNABLE,6,251-400,1.548,62.983999999999995,40.6873385,45,67,89.6,23.2,58.36, -   ,4366.77,614.876,-0.025285553,0.028418198999999998,0.08728919199999999,-0.0009016180000000001,0.00295335,0,0,0,0,0,0,1.024252745,-0.046198099000000006,2018,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
TOTAL AUTOS AREA 2,2018-05-20,BOTELLA,RETORNABLE,1,1001 O MAS,9.674,270.733,27.98563159,64,74,109.8,23.0,78.29, 7.96 ,6927.291,1914.213,0.040102985,1.11536e-05,0.032079552000000004,-0.006691743000000001,-0.035594116,0,0,0,0,0,0,1.035031742,0.05913808900000001,2018,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,1001 O MAS_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
TOTAL AUTOS AREA 6,2019-11-03,LATA,NO RETORNABLE,6,251-400,12.464,378.649,30.37941271,19,26,102.2,48.2,79.47, 10.17 ,5796.781,1397.442,0.061649708,-0.015188299999999997,0.004274831,0.028835807,0.038389353,0,0,1,0,0,0,1.083537232,-0.019863996999999998,2019,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
TOTAL AUTOS AREA 6,2018-01-28,LATA,NO RETORNABLE,6,251-400,2.211,68.694,31.06919946,17,16,93.2,39.2,73.34, 12.06 ,4789.1579999999985,906.47,-0.02659789,0.00602145,0.072340352,0.001563921,0.003651002,0,0,0,0,0,0,1.024252745,-0.046198099000000006,2018,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
TOTAL AUTOS AREA 4,2018-01-21,BOTELLA,NO RETORNABLE,6,251-400,1.599,64.795,40.52220138,49,63,93.2,31.9,63.49, 1.70 ,4275.4079999999985,504.449,-0.026198772000000002,0.022840641000000002,0.08381975400000001,0.001439538,0.005209345,0,0,0,0,0,0,1.024252745,-0.046198099000000006,2018,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
TOTAL AUTOS AREA 3,2019-05-12,LATA,NO RETORNABLE,1,401-500,5.787999999999999,188.15900000000002,32.50846579,64,74,101.2,48.2,73.85, -   ,7946.015,766.962,-0.006032048000000001,0.041213886,-0.026566900000000004,0.072282627,0.027450207,0,0,0,0,0,0,1.067368735,0.05913808900000001,2019,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
TOTAL AUTOS AREA 2,2018-05-27,BOTELLA,RETORNABLE,1,1001 O MAS,12.245,332.82199999999995,27.18023683,72,79,112.6,44.6,82.47, 0.01 ,6275.531,1871.3220000000001,0.041695972000000005,0.009874367,-0.080751117,0.001117175,-0.031936956,0,0,0,0,0,0,1.035031742,0.05913808900000001,2018,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,1001 O MAS_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
TOTAL AUTOS AREA 5,2018-07-01,BOTELLA,NO RETORNABLE,6,251-400,5.2010000000000005,208.94400000000002,40.17381273,65,81,77.8,46.4,63.81, 1.77 ,8454.851999999999,1045.38,-0.01532299,-0.09462204199999999,-0.0858815,-0.059562142,-0.032977978,0,0,0,0,0,0,1.040421241,0.038618211,2018,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
